,0
  (0, 979)	1.0
  (0, 1171)	1.0
  (0, 1174)	1.0
  (0, 1230)	1.0
  (0, 1259)	1.0
  (0, 1263)	1.0
  (0, 1314)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
835,"  (0, 8)	1.0
  (0, 99)	1.0
  (0, 132)	1.0
  (0, 163)	1.0
  (0, 223)	1.0
  (0, 303)	1.0
  (0, 779)	1.0
  (0, 1049)	1.0
  (0, 1086)	1.0
  (0, 1122)	1.0
  (0, 1160)	1.0
  (0, 1292)	1.0
  (0, 1297)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1426)	1.0"
836,"  (0, 323)	1.0
  (0, 338)	1.0
  (0, 427)	1.0
  (0, 585)	1.0
  (0, 593)	1.0
  (0, 596)	1.0
  (0, 632)	1.0
  (0, 645)	1.0
  (0, 647)	1.0
  (0, 773)	1.0
  (0, 785)	1.0
  (0, 911)	1.0
  (0, 1072)	1.0
  (0, 1075)	1.0
  (0, 1116)	1.0
  (0, 1171)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1379)	1.0
  (0, 1390)	1.0"
837,"  (0, 41)	1.0
  (0, 55)	1.0
  (0, 81)	1.0
  (0, 219)	1.0
  (0, 220)	1.0
  (0, 267)	1.0
  (0, 299)	1.0
  (0, 352)	1.0
  (0, 463)	1.0
  (0, 475)	1.0
  (0, 647)	1.0
  (0, 763)	1.0
  (0, 776)	1.0
  (0, 779)	1.0
  (0, 877)	1.0
  (0, 924)	1.0
  (0, 1075)	1.0
  (0, 1110)	1.0
  (0, 1138)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1229)	1.0
  (0, 1259)	1.0
  (0, 1304)	1.0
  (0, 1426)	1.0"
838,"  (0, 4)	1.0
  (0, 45)	1.0
  (0, 48)	1.0
  (0, 60)	1.0
  (0, 401)	1.0
  (0, 464)	1.0
  (0, 502)	1.0
  (0, 505)	1.0
  (0, 519)	1.0
  (0, 726)	1.0
  (0, 743)	1.0
  (0, 755)	1.0
  (0, 1075)	1.0
  (0, 1208)	1.0
  (0, 1230)	1.0
  (0, 1258)	1.0
  (0, 1263)	1.0
  (0, 1308)	1.0
  (0, 1331)	1.0
  (0, 1342)	1.0
  (0, 1359)	1.0
  (0, 1390)	1.0
  (0, 1397)	1.0"
839,"  (0, 38)	1.0
  (0, 54)	1.0
  (0, 195)	1.0
  (0, 395)	1.0
  (0, 590)	1.0
  (0, 624)	1.0
  (0, 724)	1.0
  (0, 749)	1.0
  (0, 778)	1.0
  (0, 874)	1.0
  (0, 1071)	1.0
  (0, 1072)	1.0
  (0, 1131)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1305)	1.0
  (0, 1348)	1.0"
840,"  (0, 19)	1.0
  (0, 57)	1.0
  (0, 140)	1.0
  (0, 368)	1.0
  (0, 402)	1.0
  (0, 469)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 666)	1.0
  (0, 774)	1.0
  (0, 857)	1.0
  (0, 905)	1.0
  (0, 923)	1.0
  (0, 1096)	1.0
  (0, 1171)	1.0
  (0, 1174)	1.0
  (0, 1198)	1.0
  (0, 1203)	1.0
  (0, 1229)	1.0
  (0, 1262)	1.0
  (0, 1288)	1.0
  (0, 1305)	1.0
  (0, 1389)	1.0"
841,"  (0, 4)	1.0
  (0, 54)	1.0
  (0, 78)	1.0
  (0, 82)	1.0
  (0, 93)	1.0
  (0, 168)	1.0
  (0, 176)	1.0
  (0, 226)	1.0
  (0, 537)	1.0
  (0, 696)	1.0
  (0, 778)	1.0
  (0, 910)	1.0
  (0, 929)	1.0
  (0, 1131)	1.0
  (0, 1177)	1.0
  (0, 1203)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1266)	1.0
  (0, 1286)	1.0
  (0, 1299)	1.0
  (0, 1325)	1.0
  (0, 1389)	1.0"
842,"  (0, 39)	1.0
  (0, 46)	1.0
  (0, 136)	1.0
  (0, 157)	1.0
  (0, 228)	1.0
  (0, 233)	1.0
  (0, 350)	1.0
  (0, 369)	1.0
  (0, 398)	1.0
  (0, 456)	1.0
  (0, 502)	1.0
  (0, 814)	1.0
  (0, 905)	1.0
  (0, 929)	1.0
  (0, 974)	1.0
  (0, 1123)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1237)	1.0
  (0, 1348)	1.0
  (0, 1393)	1.0"
843,"  (0, 132)	1.0
  (0, 194)	1.0
  (0, 301)	1.0
  (0, 336)	1.0
  (0, 507)	1.0
  (0, 945)	1.0
  (0, 1073)	1.0
  (0, 1123)	1.0
  (0, 1203)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0
  (0, 1386)	1.0"
844,"  (0, 92)	1.0
  (0, 97)	1.0
  (0, 135)	1.0
  (0, 301)	1.0
  (0, 359)	1.0
  (0, 494)	1.0
  (0, 507)	1.0
  (0, 640)	1.0
  (0, 648)	1.0
  (0, 655)	1.0
  (0, 821)	1.0
  (0, 857)	1.0
  (0, 868)	1.0
  (0, 1062)	1.0
  (0, 1097)	1.0
  (0, 1121)	1.0
  (0, 1159)	1.0
  (0, 1189)	1.0
  (0, 1196)	1.0
  (0, 1255)	1.0
  (0, 1263)	1.0
  (0, 1276)	1.0
  (0, 1355)	1.0"
845,"  (0, 6)	1.0
  (0, 146)	1.0
  (0, 225)	1.0
  (0, 234)	1.0
  (0, 285)	1.0
  (0, 286)	1.0
  (0, 455)	1.0
  (0, 619)	1.0
  (0, 780)	1.0
  (0, 814)	1.0
  (0, 935)	1.0
  (0, 998)	1.0
  (0, 1177)	1.0
  (0, 1208)	1.0
  (0, 1249)	1.0
  (0, 1257)	1.0
  (0, 1355)	1.0
  (0, 1424)	1.0"
846,"  (0, 19)	1.0
  (0, 338)	1.0
  (0, 393)	1.0
  (0, 417)	1.0
  (0, 558)	1.0
  (0, 568)	1.0
  (0, 724)	1.0
  (0, 763)	1.0
  (0, 774)	1.0
  (0, 812)	1.0
  (0, 905)	1.0
  (0, 969)	1.0
  (0, 973)	1.0
  (0, 1143)	1.0
  (0, 1168)	1.0
  (0, 1177)	1.0
  (0, 1301)	1.0
  (0, 1308)	1.0
  (0, 1332)	1.0"
847,"  (0, 25)	1.0
  (0, 52)	1.0
  (0, 192)	1.0
  (0, 378)	1.0
  (0, 395)	1.0
  (0, 619)	1.0
  (0, 676)	1.0
  (0, 763)	1.0
  (0, 810)	1.0
  (0, 911)	1.0
  (0, 1049)	1.0
  (0, 1075)	1.0
  (0, 1078)	1.0
  (0, 1155)	1.0
  (0, 1176)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1263)	1.0
  (0, 1306)	1.0
  (0, 1332)	1.0
  (0, 1351)	1.0
  (0, 1355)	1.0"
848,"  (0, 191)	1.0
  (0, 612)	1.0
  (0, 1155)	1.0
  (0, 1203)	1.0
  (0, 1234)	1.0
  (0, 1330)	1.0
  (0, 1397)	1.0
  (0, 1406)	1.0"
849,"  (0, 19)	1.0
  (0, 63)	1.0
  (0, 125)	1.0
  (0, 285)	1.0
  (0, 455)	1.0
  (0, 475)	1.0
  (0, 629)	1.0
  (0, 647)	1.0
  (0, 812)	1.0
  (0, 859)	1.0
  (0, 860)	1.0
  (0, 1069)	1.0
  (0, 1094)	1.0
  (0, 1139)	1.0
  (0, 1209)	1.0
  (0, 1254)	1.0
  (0, 1259)	1.0
  (0, 1261)	1.0
  (0, 1273)	1.0
  (0, 1349)	1.0
  (0, 1352)	1.0"
850,"  (0, 2)	1.0
  (0, 179)	1.0
  (0, 181)	1.0
  (0, 187)	1.0
  (0, 226)	1.0
  (0, 313)	1.0
  (0, 367)	1.0
  (0, 470)	1.0
  (0, 495)	1.0
  (0, 507)	1.0
  (0, 523)	1.0
  (0, 699)	1.0
  (0, 729)	1.0
  (0, 756)	1.0
  (0, 978)	1.0
  (0, 1165)	1.0
  (0, 1177)	1.0
  (0, 1203)	1.0
  (0, 1280)	1.0
  (0, 1296)	1.0
  (0, 1301)	1.0
  (0, 1308)	1.0
  (0, 1332)	1.0"
851,"  (0, 19)	1.0
  (0, 99)	1.0
  (0, 151)	1.0
  (0, 250)	1.0
  (0, 468)	1.0
  (0, 475)	1.0
  (0, 540)	1.0
  (0, 558)	1.0
  (0, 619)	1.0
  (0, 666)	1.0
  (0, 698)	1.0
  (0, 774)	1.0
  (0, 869)	1.0
  (0, 945)	1.0
  (0, 1118)	1.0
  (0, 1170)	1.0
  (0, 1209)	1.0
  (0, 1253)	1.0
  (0, 1263)	1.0
  (0, 1353)	1.0
  (0, 1384)	1.0"
852,"  (0, 507)	1.0
  (0, 581)	1.0
  (0, 701)	1.0
  (0, 724)	1.0
  (0, 1149)	1.0
  (0, 1263)	1.0"
853,"  (0, 19)	1.0
  (0, 86)	1.0
  (0, 125)	1.0
  (0, 344)	1.0
  (0, 395)	1.0
  (0, 398)	1.0
  (0, 513)	1.0
  (0, 615)	1.0
  (0, 700)	1.0
  (0, 735)	1.0
  (0, 774)	1.0
  (0, 778)	1.0
  (0, 969)	1.0
  (0, 971)	1.0
  (0, 1131)	1.0
  (0, 1211)	1.0
  (0, 1263)	1.0
  (0, 1303)	1.0
  (0, 1308)	1.0
  (0, 1336)	1.0
  (0, 1423)	1.0"
854,"  (0, 93)	1.0
  (0, 99)	1.0
  (0, 115)	1.0
  (0, 214)	1.0
  (0, 330)	1.0
  (0, 455)	1.0
  (0, 507)	1.0
  (0, 628)	1.0
  (0, 645)	1.0
  (0, 764)	1.0
  (0, 937)	1.0
  (0, 1040)	1.0
  (0, 1097)	1.0
  (0, 1141)	1.0
  (0, 1177)	1.0
  (0, 1354)	1.0
  (0, 1429)	1.0"
855,"  (0, 19)	1.0
  (0, 90)	1.0
  (0, 132)	1.0
  (0, 143)	1.0
  (0, 168)	1.0
  (0, 211)	1.0
  (0, 381)	1.0
  (0, 507)	1.0
  (0, 667)	1.0
  (0, 774)	1.0
  (0, 816)	1.0
  (0, 819)	1.0
  (0, 905)	1.0
  (0, 1134)	1.0
  (0, 1143)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1274)	1.0
  (0, 1305)	1.0
  (0, 1381)	1.0
  (0, 1389)	1.0
  (0, 1416)	1.0"
856,"  (0, 65)	1.0
  (0, 132)	1.0
  (0, 140)	1.0
  (0, 150)	1.0
  (0, 211)	1.0
  (0, 299)	1.0
  (0, 384)	1.0
  (0, 489)	1.0
  (0, 540)	1.0
  (0, 615)	1.0
  (0, 696)	1.0
  (0, 701)	1.0
  (0, 779)	1.0
  (0, 1019)	1.0
  (0, 1075)	1.0
  (0, 1118)	1.0
  (0, 1138)	1.0
  (0, 1177)	1.0
  (0, 1222)	1.0
  (0, 1272)	1.0
  (0, 1388)	1.0
  (0, 1398)	1.0
  (0, 1423)	1.0"
857,"  (0, 52)	1.0
  (0, 56)	1.0
  (0, 132)	1.0
  (0, 203)	1.0
  (0, 238)	1.0
  (0, 357)	1.0
  (0, 481)	1.0
  (0, 509)	1.0
  (0, 706)	1.0
  (0, 857)	1.0
  (0, 926)	1.0
  (0, 939)	1.0
  (0, 1014)	1.0
  (0, 1082)	1.0
  (0, 1121)	1.0
  (0, 1159)	1.0
  (0, 1177)	1.0
  (0, 1301)	1.0
  (0, 1315)	1.0
  (0, 1332)	1.0
  (0, 1367)	1.0
  (0, 1409)	1.0"
858,"  (0, 132)	1.0
  (0, 211)	1.0
  (0, 418)	1.0
  (0, 533)	1.0
  (0, 649)	1.0
  (0, 729)	1.0
  (0, 808)	1.0
  (0, 810)	1.0
  (0, 816)	1.0
  (0, 860)	1.0
  (0, 926)	1.0
  (0, 939)	1.0
  (0, 1073)	1.0
  (0, 1203)	1.0
  (0, 1209)	1.0
  (0, 1259)	1.0
  (0, 1263)	1.0
  (0, 1328)	1.0
  (0, 1355)	1.0"
859,"  (0, 126)	1.0
  (0, 135)	1.0
  (0, 329)	1.0
  (0, 349)	1.0
  (0, 358)	1.0
  (0, 507)	1.0
  (0, 610)	1.0
  (0, 701)	1.0
  (0, 724)	1.0
  (0, 725)	1.0
  (0, 763)	1.0
  (0, 807)	1.0
  (0, 985)	1.0
  (0, 1096)	1.0
  (0, 1171)	1.0
  (0, 1177)	1.0
  (0, 1263)	1.0
  (0, 1267)	1.0
  (0, 1314)	1.0
  (0, 1331)	1.0"
860,"  (0, 41)	1.0
  (0, 61)	1.0
  (0, 203)	1.0
  (0, 260)	1.0
  (0, 273)	1.0
  (0, 305)	1.0
  (0, 358)	1.0
  (0, 470)	1.0
  (0, 507)	1.0
  (0, 647)	1.0
  (0, 724)	1.0
  (0, 814)	1.0
  (0, 924)	1.0
  (0, 1090)	1.0
  (0, 1118)	1.0
  (0, 1142)	1.0
  (0, 1160)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1332)	1.0
  (0, 1336)	1.0
  (0, 1381)	1.0"
861,"  (0, 61)	1.0
  (0, 130)	1.0
  (0, 167)	1.0
  (0, 299)	1.0
  (0, 368)	1.0
  (0, 457)	1.0
  (0, 469)	1.0
  (0, 588)	1.0
  (0, 675)	1.0
  (0, 740)	1.0
  (0, 778)	1.0
  (0, 894)	1.0
  (0, 930)	1.0
  (0, 1011)	1.0
  (0, 1166)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1227)	1.0
  (0, 1267)	1.0
  (0, 1286)	1.0
  (0, 1416)	1.0"
862,"  (0, 67)	1.0
  (0, 81)	1.0
  (0, 169)	1.0
  (0, 191)	1.0
  (0, 338)	1.0
  (0, 548)	1.0
  (0, 666)	1.0
  (0, 754)	1.0
  (0, 763)	1.0
  (0, 860)	1.0
  (0, 988)	1.0
  (0, 1075)	1.0
  (0, 1112)	1.0
  (0, 1134)	1.0
  (0, 1138)	1.0
  (0, 1144)	1.0
  (0, 1170)	1.0
  (0, 1177)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1290)	1.0
  (0, 1303)	1.0
  (0, 1352)	1.0"
863,"  (0, 52)	1.0
  (0, 130)	1.0
  (0, 132)	1.0
  (0, 231)	1.0
  (0, 234)	1.0
  (0, 261)	1.0
  (0, 269)	1.0
  (0, 387)	1.0
  (0, 428)	1.0
  (0, 470)	1.0
  (0, 537)	1.0
  (0, 540)	1.0
  (0, 779)	1.0
  (0, 894)	1.0
  (0, 914)	1.0
  (0, 969)	1.0
  (0, 1025)	1.0
  (0, 1175)	1.0
  (0, 1177)	1.0
  (0, 1230)	1.0
  (0, 1263)	1.0
  (0, 1299)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
864,"  (0, 99)	1.0
  (0, 401)	1.0
  (0, 477)	1.0
  (0, 485)	1.0
  (0, 507)	1.0
  (0, 701)	1.0
  (0, 734)	1.0
  (0, 814)	1.0
  (0, 916)	1.0
  (0, 931)	1.0
  (0, 1005)	1.0
  (0, 1075)	1.0
  (0, 1131)	1.0
  (0, 1132)	1.0
  (0, 1151)	1.0
  (0, 1162)	1.0
  (0, 1170)	1.0
  (0, 1252)	1.0
  (0, 1338)	1.0
  (0, 1349)	1.0
  (0, 1431)	1.0"
865,"  (0, 132)	1.0
  (0, 143)	1.0
  (0, 381)	1.0
  (0, 407)	1.0
  (0, 723)	1.0
  (0, 724)	1.0
  (0, 1345)	1.0"
866,"  (0, 57)	1.0
  (0, 99)	1.0
  (0, 125)	1.0
  (0, 131)	1.0
  (0, 135)	1.0
  (0, 175)	1.0
  (0, 263)	1.0
  (0, 322)	1.0
  (0, 474)	1.0
  (0, 625)	1.0
  (0, 702)	1.0
  (0, 725)	1.0
  (0, 747)	1.0
  (0, 755)	1.0
  (0, 860)	1.0
  (0, 875)	1.0
  (0, 937)	1.0
  (0, 1118)	1.0
  (0, 1144)	1.0
  (0, 1184)	1.0
  (0, 1290)	1.0
  (0, 1355)	1.0
  (0, 1384)	1.0"
867,"  (0, 61)	1.0
  (0, 360)	1.0
  (0, 366)	1.0
  (0, 395)	1.0
  (0, 510)	1.0
  (0, 674)	1.0
  (0, 754)	1.0
  (0, 823)	1.0
  (0, 914)	1.0
  (0, 916)	1.0
  (0, 937)	1.0
  (0, 1049)	1.0
  (0, 1060)	1.0
  (0, 1075)	1.0
  (0, 1198)	1.0
  (0, 1215)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1268)	1.0
  (0, 1280)	1.0
  (0, 1328)	1.0
  (0, 1332)	1.0
  (0, 1386)	1.0
  (0, 1422)	1.0"
868,"  (0, 19)	1.0
  (0, 58)	1.0
  (0, 126)	1.0
  (0, 358)	1.0
  (0, 416)	1.0
  (0, 625)	1.0
  (0, 701)	1.0
  (0, 754)	1.0
  (0, 875)	1.0
  (0, 1025)	1.0
  (0, 1069)	1.0
  (0, 1177)	1.0
  (0, 1254)	1.0
  (0, 1263)	1.0
  (0, 1353)	1.0
  (0, 1381)	1.0"
869,"  (0, 140)	1.0
  (0, 189)	1.0
  (0, 222)	1.0
  (0, 401)	1.0
  (0, 666)	1.0
  (0, 774)	1.0
  (0, 1149)	1.0
  (0, 1256)	1.0"
870,"  (0, 121)	1.0
  (0, 197)	1.0
  (0, 205)	1.0
  (0, 465)	1.0
  (0, 507)	1.0
  (0, 562)	1.0
  (0, 711)	1.0
  (0, 827)	1.0
  (0, 874)	1.0
  (0, 922)	1.0
  (0, 939)	1.0
  (0, 987)	1.0
  (0, 1177)	1.0
  (0, 1198)	1.0
  (0, 1204)	1.0
  (0, 1225)	1.0
  (0, 1233)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1355)	1.0
  (0, 1422)	1.0"
871,"  (0, 6)	1.0
  (0, 36)	1.0
  (0, 128)	1.0
  (0, 330)	1.0
  (0, 381)	1.0
  (0, 417)	1.0
  (0, 507)	1.0
  (0, 755)	1.0
  (0, 813)	1.0
  (0, 912)	1.0
  (0, 1042)	1.0
  (0, 1076)	1.0
  (0, 1138)	1.0
  (0, 1159)	1.0
  (0, 1263)	1.0
  (0, 1352)	1.0"
872,"  (0, 272)	1.0
  (0, 284)	1.0
  (0, 292)	1.0
  (0, 395)	1.0
  (0, 588)	1.0
  (0, 592)	1.0
  (0, 666)	1.0
  (0, 763)	1.0
  (0, 774)	1.0
  (0, 780)	1.0
  (0, 786)	1.0
  (0, 814)	1.0
  (0, 865)	1.0
  (0, 921)	1.0
  (0, 1074)	1.0
  (0, 1131)	1.0
  (0, 1263)	1.0
  (0, 1283)	1.0
  (0, 1314)	1.0
  (0, 1413)	1.0"
873,"  (0, 19)	1.0
  (0, 77)	1.0
  (0, 135)	1.0
  (0, 261)	1.0
  (0, 446)	1.0
  (0, 456)	1.0
  (0, 648)	1.0
  (0, 687)	1.0
  (0, 698)	1.0
  (0, 723)	1.0
  (0, 735)	1.0
  (0, 821)	1.0
  (0, 1060)	1.0
  (0, 1138)	1.0
  (0, 1156)	1.0
  (0, 1209)	1.0
  (0, 1263)	1.0
  (0, 1268)	1.0
  (0, 1314)	1.0
  (0, 1330)	1.0
  (0, 1345)	1.0
  (0, 1413)	1.0"
874,"  (0, 41)	1.0
  (0, 155)	1.0
  (0, 205)	1.0
  (0, 477)	1.0
  (0, 625)	1.0
  (0, 715)	1.0
  (0, 749)	1.0
  (0, 814)	1.0
  (0, 872)	1.0
  (0, 874)	1.0
  (0, 973)	1.0
  (0, 1018)	1.0
  (0, 1072)	1.0
  (0, 1177)	1.0
  (0, 1273)	1.0
  (0, 1305)	1.0
  (0, 1336)	1.0
  (0, 1359)	1.0
  (0, 1381)	1.0"
875,"  (0, 61)	1.0
  (0, 130)	1.0
  (0, 167)	1.0
  (0, 192)	1.0
  (0, 299)	1.0
  (0, 457)	1.0
  (0, 588)	1.0
  (0, 675)	1.0
  (0, 740)	1.0
  (0, 778)	1.0
  (0, 894)	1.0
  (0, 911)	1.0
  (0, 930)	1.0
  (0, 1011)	1.0
  (0, 1166)	1.0
  (0, 1177)	1.0
  (0, 1209)	1.0
  (0, 1227)	1.0
  (0, 1267)	1.0
  (0, 1286)	1.0
  (0, 1416)	1.0"
876,"  (0, 19)	1.0
  (0, 279)	1.0
  (0, 480)	1.0
  (0, 699)	1.0
  (0, 774)	1.0
  (0, 865)	1.0
  (0, 1073)	1.0
  (0, 1095)	1.0
  (0, 1174)	1.0
  (0, 1178)	1.0
  (0, 1215)	1.0
  (0, 1365)	1.0
  (0, 1393)	1.0"
877,"  (0, 24)	1.0
  (0, 82)	1.0
  (0, 86)	1.0
  (0, 176)	1.0
  (0, 191)	1.0
  (0, 279)	1.0
  (0, 303)	1.0
  (0, 393)	1.0
  (0, 809)	1.0
  (0, 1119)	1.0
  (0, 1209)	1.0
  (0, 1230)	1.0
  (0, 1231)	1.0
  (0, 1263)	1.0
  (0, 1272)	1.0
  (0, 1328)	1.0
  (0, 1405)	1.0"
878,"  (0, 2)	1.0
  (0, 54)	1.0
  (0, 55)	1.0
  (0, 89)	1.0
  (0, 182)	1.0
  (0, 222)	1.0
  (0, 667)	1.0
  (0, 675)	1.0
  (0, 712)	1.0
  (0, 1038)	1.0
  (0, 1060)	1.0
  (0, 1075)	1.0
  (0, 1175)	1.0
  (0, 1178)	1.0
  (0, 1210)	1.0
  (0, 1231)	1.0
  (0, 1347)	1.0
  (0, 1374)	1.0
  (0, 1423)	1.0"
879,"  (0, 19)	1.0
  (0, 78)	1.0
  (0, 107)	1.0
  (0, 135)	1.0
  (0, 173)	1.0
  (0, 261)	1.0
  (0, 425)	1.0
  (0, 456)	1.0
  (0, 480)	1.0
  (0, 623)	1.0
  (0, 666)	1.0
  (0, 726)	1.0
  (0, 764)	1.0
  (0, 774)	1.0
  (0, 812)	1.0
  (0, 865)	1.0
  (0, 1203)	1.0
  (0, 1262)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1365)	1.0
  (0, 1381)	1.0"
880,"  (0, 211)	1.0
  (0, 262)	1.0
  (0, 521)	1.0
  (0, 645)	1.0
  (0, 761)	1.0
  (0, 777)	1.0
  (0, 778)	1.0
  (0, 828)	1.0
  (0, 868)	1.0
  (0, 978)	1.0
  (0, 1062)	1.0
  (0, 1066)	1.0
  (0, 1144)	1.0
  (0, 1177)	1.0
  (0, 1207)	1.0
  (0, 1209)	1.0
  (0, 1262)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1353)	1.0"
881,"  (0, 19)	1.0
  (0, 52)	1.0
  (0, 118)	1.0
  (0, 128)	1.0
  (0, 135)	1.0
  (0, 238)	1.0
  (0, 615)	1.0
  (0, 675)	1.0
  (0, 774)	1.0
  (0, 860)	1.0
  (0, 875)	1.0
  (0, 894)	1.0
  (0, 967)	1.0
  (0, 1076)	1.0
  (0, 1147)	1.0
  (0, 1166)	1.0
  (0, 1171)	1.0
  (0, 1204)	1.0
  (0, 1209)	1.0
  (0, 1259)	1.0
  (0, 1328)	1.0
  (0, 1384)	1.0"
882,"  (0, 16)	1.0
  (0, 89)	1.0
  (0, 125)	1.0
  (0, 211)	1.0
  (0, 647)	1.0
  (0, 697)	1.0
  (0, 702)	1.0
  (0, 723)	1.0
  (0, 808)	1.0
  (0, 915)	1.0
  (0, 1054)	1.0
  (0, 1094)	1.0
  (0, 1144)	1.0
  (0, 1171)	1.0
  (0, 1209)	1.0
  (0, 1232)	1.0
  (0, 1292)	1.0
  (0, 1345)	1.0"
883,"  (0, 16)	1.0
  (0, 20)	1.0
  (0, 125)	1.0
  (0, 211)	1.0
  (0, 298)	1.0
  (0, 471)	1.0
  (0, 645)	1.0
  (0, 696)	1.0
  (0, 723)	1.0
  (0, 724)	1.0
  (0, 762)	1.0
  (0, 960)	1.0
  (0, 976)	1.0
  (0, 1054)	1.0
  (0, 1094)	1.0
  (0, 1144)	1.0
  (0, 1208)	1.0
  (0, 1209)	1.0
  (0, 1232)	1.0
  (0, 1254)	1.0
  (0, 1345)	1.0"
884,"  (0, 19)	1.0
  (0, 205)	1.0
  (0, 217)	1.0
  (0, 292)	1.0
  (0, 394)	1.0
  (0, 568)	1.0
  (0, 597)	1.0
  (0, 810)	1.0
  (0, 843)	1.0
  (0, 969)	1.0
  (0, 1072)	1.0
  (0, 1091)	1.0
  (0, 1177)	1.0
  (0, 1314)	1.0
  (0, 1352)	1.0
  (0, 1381)	1.0"
885,"  (0, 39)	1.0
  (0, 78)	1.0
  (0, 151)	1.0
  (0, 295)	1.0
  (0, 296)	1.0
  (0, 540)	1.0
  (0, 715)	1.0
  (0, 725)	1.0
  (0, 729)	1.0
  (0, 763)	1.0
  (0, 855)	1.0
  (0, 1152)	1.0
  (0, 1156)	1.0
  (0, 1177)	1.0
  (0, 1232)	1.0
  (0, 1263)	1.0
  (0, 1266)	1.0
  (0, 1308)	1.0
  (0, 1317)	1.0
  (0, 1327)	1.0
  (0, 1353)	1.0
  (0, 1381)	1.0"
886,"  (0, 16)	1.0
  (0, 193)	1.0
  (0, 471)	1.0
  (0, 645)	1.0
  (0, 702)	1.0
  (0, 723)	1.0
  (0, 724)	1.0
  (0, 960)	1.0
  (0, 1071)	1.0
  (0, 1131)	1.0
  (0, 1144)	1.0
  (0, 1147)	1.0
  (0, 1177)	1.0
  (0, 1205)	1.0
  (0, 1209)	1.0
  (0, 1254)	1.0
  (0, 1345)	1.0"
887,"  (0, 88)	1.0
  (0, 90)	1.0
  (0, 211)	1.0
  (0, 380)	1.0
  (0, 485)	1.0
  (0, 507)	1.0
  (0, 523)	1.0
  (0, 544)	1.0
  (0, 571)	1.0
  (0, 701)	1.0
  (0, 749)	1.0
  (0, 1051)	1.0
  (0, 1057)	1.0
  (0, 1075)	1.0
  (0, 1207)	1.0
  (0, 1231)	1.0
  (0, 1263)	1.0
  (0, 1283)	1.0
  (0, 1328)	1.0
  (0, 1352)	1.0"
888,"  (0, 26)	1.0
  (0, 279)	1.0
  (0, 470)	1.0
  (0, 537)	1.0
  (0, 606)	1.0
  (0, 624)	1.0
  (0, 750)	1.0
  (0, 757)	1.0
  (0, 810)	1.0
  (0, 816)	1.0
  (0, 894)	1.0
  (0, 895)	1.0
  (0, 922)	1.0
  (0, 1054)	1.0
  (0, 1143)	1.0
  (0, 1177)	1.0
  (0, 1179)	1.0
  (0, 1180)	1.0
  (0, 1314)	1.0"
889,"  (0, 34)	1.0
  (0, 474)	1.0
  (0, 507)	1.0
  (0, 581)	1.0
  (0, 604)	1.0
  (0, 647)	1.0
  (0, 760)	1.0
  (0, 816)	1.0
  (0, 931)	1.0
  (0, 963)	1.0
  (0, 1027)	1.0
  (0, 1096)	1.0
  (0, 1177)	1.0
  (0, 1263)	1.0
  (0, 1272)	1.0
  (0, 1283)	1.0
  (0, 1301)	1.0
  (0, 1352)	1.0"
890,"  (0, 25)	1.0
  (0, 52)	1.0
  (0, 132)	1.0
  (0, 151)	1.0
  (0, 211)	1.0
  (0, 231)	1.0
  (0, 261)	1.0
  (0, 273)	1.0
  (0, 470)	1.0
  (0, 507)	1.0
  (0, 537)	1.0
  (0, 715)	1.0
  (0, 754)	1.0
  (0, 816)	1.0
  (0, 906)	1.0
  (0, 1096)	1.0
  (0, 1118)	1.0
  (0, 1143)	1.0
  (0, 1263)	1.0
  (0, 1301)	1.0
  (0, 1328)	1.0
  (0, 1332)	1.0
  (0, 1381)	1.0
  (0, 1426)	1.0"
891,"  (0, 334)	1.0
  (0, 412)	1.0
  (0, 464)	1.0
  (0, 498)	1.0
  (0, 505)	1.0
  (0, 540)	1.0
  (0, 741)	1.0
  (0, 1198)	1.0
  (0, 1237)	1.0
  (0, 1280)	1.0
  (0, 1290)	1.0
  (0, 1293)	1.0
  (0, 1422)	1.0"
892,"  (0, 41)	1.0
  (0, 140)	1.0
